Index,Premise,Original Word,Best Synonym
1678,A man in a white hat is playing guitar on stage,.,A human_being in a white hat is playing guitar on stage 
1679,A man is participating in a bmx race,man,human_being
1679,A man is participating in a bmx race,.,A human_being is participating in a bmx race 
1680,A man in a red uniform is racing and making a jump over a bike in the dirt,man,human_being
1680,A man in a red uniform is racing and making a jump over a bike in the dirt,.,A human_being in a red uniform is racing and making a jump over a bike in the dirt 
1681,A man in a red uniform is making a jump in a dirt bike race,man,human_being
1681,A man in a red uniform is making a jump in a dirt bike race,.,A human_being in a red uniform is making a jump in a dirt bike race 
1682,A happy family is posing by the fireplace,family,category
1682,A happy family is posing by the fireplace,.,A happy category is posing by the fireplace 
1683,The family is posing by a mantel and a Christmas tree,family,category
1683,The family is posing by a mantel and a Christmas tree,.,The category is posing by a mantel and a Christmas tree 
1684,A family is posing by the mantel and the Christmas tree,family,category
1684,A family is posing by the mantel and the Christmas tree,.,A category is posing by the mantel and the Christmas tree 
1685,Two boys are wearing brown shirts and are tugging at a rope on a wooden platform,boys,boy
1685,Two boys are wearing brown shirts and are tugging at a rope on a wooden platform,.,Two boy are wearing brown shirts and are tugging at a rope on a wooden platform 
1686,Two twin preteen boys are dueling with sticks,boys,boy
1686,Two twin preteen boys are dueling with sticks,.,Two twin preteen boy are dueling with sticks 
1687,Two girls are wearing brown shirts and are tugging at a rope on a wooden platform,girls,girl
1687,Two girls are wearing brown shirts and are tugging at a rope on a wooden platform,.,Two girl are wearing brown shirts and are tugging at a rope on a wooden platform 
1688,Two boys are wearing brown shirts and are tugging at a rope on a wooden platform,boys,boy
1688,Two boys are wearing brown shirts and are tugging at a rope on a wooden platform,.,Two boy are wearing brown shirts and are tugging at a rope on a wooden platform 
1689,Two boys are wearing brown shirts and are tugging at a rope on a wooden platform,boys,boy
1689,Two boys are wearing brown shirts and are tugging at a rope on a wooden platform,.,Two boy are wearing brown shirts and are tugging at a rope on a wooden platform 
1690,Two boys are wearing brown shirts and are tugging at a rope on a wooden platform,boys,boy
1690,Two boys are wearing brown shirts and are tugging at a rope on a wooden platform,.,Two boy are wearing brown shirts and are tugging at a rope on a wooden platform 
1691,A soccer player is being tackled by his opponent,None,None
1692,There is no soccer player who is being tackled by an opponent,None,None
1693,A soccer player is being tackled by his opponent,None,None
1694,A white dog is lying on fallen leaves,dog,hound
1694,A white dog is lying on fallen leaves,.,A white hound is lying on fallen leaves 
1695,A child in light colored clothing is standing with his arms extended outward,child,kid
1695,A child in light colored clothing is standing with his arms extended outward,.,A kid in light colored clothing is standing with his arms extended outward 
1696,Two girls are playing inside a jumper house,girls,girl
1696,Two girls are playing inside a jumper house,.,Two girl are playing inside a jumper house 
1697,A child in light colored clothing is lying with his arms crossed,child,kid
1697,A child in light colored clothing is lying with his arms crossed,.,A kid in light colored clothing is lying with his arms crossed 
1698,A child in light colored clothing is standing with his arms extended outward,child,kid
1698,A child in light colored clothing is standing with his arms extended outward,.,A kid in light colored clothing is standing with his arms extended outward 
1699,Two girls are playing inside a jumper house,girls,girl
1699,Two girls are playing inside a jumper house,.,Two girl are playing inside a jumper house 
1700,The motocross rider is wearing blue and black pants,rider,passenger
1700,The motocross rider is wearing blue and black pants,.,The motocross passenger is wearing blue and black pants 
1701,A biker with a blue jacket, black pants and a white helmet is driving on dirt and people are watching,biker,
1701,A biker with a blue jacket, black pants and a white helmet is driving on dirt and people are watching,.,A biker with a blue jacket, black pants and a white helmet is driving on dirt and people are watching
1702,A female wearing pink gloves and a brown jacket is smiling in the snow,gloves,glove
1702,A female wearing pink gloves and a brown jacket is smiling in the snow,.,A female wearing pink glove and a brown jacket is smiling in the snow 
1703,A man is drinking orange juice and walking,man,human_being
1703,A man is drinking orange juice and walking,.,A human_being is drinking orange juice and walking 
1704,A man on inline skates is skating at a skate park,man,human_being
1704,A man on inline skates is skating at a skate park,.,A human_being on inline skates is skating at a skate park 
1705,A black dog is standing in shallow water,dog,hound
1705,A black dog is standing in shallow water,.,A black hound is standing in shallow water 
1706,A black dog with a red collar is amusedly putting its face in the water,dog,hound
1706,A black dog with a red collar is amusedly putting its face in the water,.,A black hound with a red collar is amusedly putting its face in the water 
1707,A black dog with a red collar is putting its face in the water,dog,hound
1707,A black dog with a red collar is putting its face in the water,.,A black hound with a red collar is putting its face in the water 
1708,A group of football players is running in the field,group,grouping
1708,A group of football players is running in the field,.,A grouping of football players is running in the field 
1709,The crowd is watching a football game,crowd,bunch
1709,The crowd is watching a football game,.,The bunch is watching a football game 
1710,The crowd is not watching a football game,crowd,bunch
1710,The crowd is not watching a football game,.,The bunch is not watching a football game 
1711,The crowd is watching a football game,crowd,bunch
1711,The crowd is watching a football game,.,The bunch is watching a football game 
1712,A small girl is getting out of a toy car,girl,daughter
1712,A small girl is getting out of a toy car,.,A small daughter is getting out of a toy car 
1713,A child is sitting in a toy car colored in red and yellow,child,kid
1713,A child is sitting in a toy car colored in red and yellow,.,A kid is sitting in a toy car colored in red and yellow 
1714,A little boy in red clothes is jumping onto the ground,boy,son
1714,A little boy in red clothes is jumping onto the ground,.,A little son in red clothes is jumping onto the ground 
1715,A little boy in red clothes is jumping onto the ground,boy,son
1715,A little boy in red clothes is jumping onto the ground,.,A little son in red clothes is jumping onto the ground 
